hotel,fold,Naive_ME,Naive_MAE,Naive_RMSE,Naive_MAPE,Seasonal_ME,Seasonal_MAE,Seasonal_RMSE,Seasonal_MAPE,ETS_ME,ETS_MAE,ETS_RMSE,ETS_MAPE,ARIMA_ME,ARIMA_MAE,ARIMA_RMSE,ARIMA_MAPE,LGBM_ME,LGBM_MAE,LGBM_RMSE,LGBM_MAPE,NBEATS_ME,NBEATS_MAE,NBEATS_RMSE,NBEATS_MAPE,NHITS_ME,NHITS_MAE,NHITS_RMSE,NHITS_MAPE
hotel_63,4,-0.0893284493284493,0.18710622710622712,0.23286877412224954,0.39084284705859224,0.008449328449328422,0.18036630036630033,0.21522008561706918,0.3360278995705206,-0.016677292415660818,0.17511531188594523,0.21269122439272867,0.3189176588791027,0.03619842685828508,0.18380526182472667,0.21791594080376694,0.3275829428082834,,,,,,,,,,,,
hotel_63,5,-0.2488888888888889,0.24918192918192922,0.3030707043774635,0.41961008070768346,-0.20000000000000004,0.20732600732600737,0.26439775498197066,0.35757950371578645,-0.10089971324644216,0.13050190749702034,0.16324221789049484,0.21894060270318455,-0.04047631732178606,0.14582796946895452,0.17661608431779713,0.23733850167997644,,,,,,,,,,,,
hotel_7,1,0.07262769803486414,0.14439632029208577,0.16627758994633582,0.4369660705584449,-0.19773060815406096,0.20650034005082868,0.24793315187262308,0.9046877175049439,0.13282718503268895,0.16549761738633142,0.19366967271055593,0.41384542391029194,0.05875989968969321,0.13981941201844214,0.16115078176891529,0.44425454581965357,,,,,,,,,,,,
hotel_7,2,-0.015015928696710477,0.07343308157640406,0.08879574577343152,0.1917000666496248,-0.047589218598990575,0.08399255467659378,0.09961897449631621,0.23028156457776539,0.05636172957822987,0.07712083139044391,0.09721102740191942,0.17466020882700192,-0.0057928944291781225,0.0737141112138951,0.0910060970135535,0.1899479981928,,,,,,,,,,,,
hotel_7,3,-0.030228728925797345,0.08592547517628951,0.10567524018124975,0.1907965226835595,0.09680710169309516,0.11803343236567991,0.1400895973051274,0.2129606591082529,0.05276593889947585,0.08020207359261258,0.09650696050161778,0.15045805015857414,0.08825071831923728,0.11560289750703899,0.13794151081852096,0.21004302430650382,,,,,,,,,,,,
hotel_7,4,-0.2043526506067222,0.2043526506067222,0.23428905802224795,0.5354312405944591,-0.018684898163725525,0.09238644092064288,0.11610547927788754,0.24712589942615287,-0.11296108734768515,0.11915862459353824,0.14963727353971876,0.32379257154238117,-0.0988563689247587,0.11503355361955021,0.15070948539745446,0.32789434167169834,,,,,,,,,,,,
hotel_7,5,0.08393886244049113,0.16100511865984182,0.18763981027159127,0.32188457669131076,0.15234277123527934,0.1889250814332247,0.22665234549547408,0.3358295928706975,0.1930604633701553,0.20360124231549157,0.24332983620251084,0.3464304049876044,0.1626968917539201,0.19531358272326857,0.23419628935107875,0.34308889512949753,,,,,,,,,,,,
hotel_70,1,-0.07268170426065161,0.17486022749180646,0.19976322744266778,0.283727078880009,-0.1296992481203008,0.19023520339309816,0.22681404689094883,0.3227435507809386,0.0042802245416128535,0.1436685126125299,0.16820100325717766,0.21030613629625772,-0.036324472400373654,0.1689239370072241,0.18960323131056908,0.26365321842490375,,,,,,,,,,,,
hotel_70,2,-0.11591478696741854,0.1466647387700019,0.21142458659132873,0.25703999328998045,-0.1948621553884711,0.1948621553884711,0.26312616285776846,0.3305945849896034,-0.022737732579569816,0.12518780055535825,0.165096123080046,0.20337621611877163,-0.13214624399661232,0.1531022281482786,0.21994697269312682,0.2682805208413328,,,,,,,,,,,,
hotel_70,3,0.06024677077308656,0.14555619818777715,0.18921475856918935,0.33556302750792333,-0.5625602467707729,0.5625602467707729,0.5904630240062495,1.6780000549471275,0.14615617306315906,0.1724007562556377,0.22337370436958054,0.339031427372701,-0.16359692386513314,0.21078177503606424,0.24276061241216204,0.6729289489732092,,,,,,,,,,,,
hotel_70,4,-0.0659822633506844,0.08314054366685945,0.10527821851002496,0.33977654455320194,-0.03966647387700021,0.07427221900906113,0.09112229894817316,0.29432752461530887,0.033602684708442396,0.06872189781265206,0.09054736053582477,0.21035518954165983,-0.06490189615069011,0.08282012014965215,0.10486241257974832,0.33839084248918716,,,,,,,,,,,,
hotel_70,5,0.07181415076151919,0.1239637555427029,0.1624649197467341,0.26573361564642556,0.041112396375554285,0.11620397146712937,0.15141930865796224,0.266654313614223,0.13580187774753744,0.15171009280262623,0.19710651735694046,0.2972383003107146,0.06702006901375217,0.12245851868337253,0.16034028799729197,0.26528665751368624,,,,,,,,,,,,
hotel_77,1,0.006598217864520704,0.009496500477908305,0.01415195005006403,0.8394790711859172,0.00835568710880893,0.009958992384299944,0.01505186760146869,0.7242148358961021,0.010335952468768039,0.010842862827043423,0.015976039980452775,0.6056658039484684,0.007496363618443285,0.009732854623677406,0.014592350007169758,0.7805738676717539,,,,,,,,,,,,
